,plant_name,CEMS,meanEmission,withData,noData
369,TATA STEEL KALINGANAGAR,CEMS-4,11.455567567567567,60,660
370,TATA STEEL KALINGANAGAR,CEMS-5,15.517459792905903,447,273
371,TATA STEEL KALINGANAGAR,CEMS-6,7.381190530912408,560,160
372,TATA STEEL KALINGANAGAR,CEMS-7,11.19968365129191,564,156
373,TATA STEEL KALINGANAGAR,CEMS-8,13.221630784459318,566,154
374,TATA STEEL KALINGANAGAR,CEMS-9,16.897032674772035,567,153
375,TRChemicals Ltd.,CEMS-1,17.844297595815718,671,49
376,Tata Sponge Iron Ltd,CEMS-1,38.26735053110724,488,232
377,Tata Sponge Iron Ltd,CEMS-2,42.02596567622945,557,163
378,Tata Sponge Iron Ltd,CEMS-3,45.253689345991454,546,174
379,Thakur Prasad Sao and Sons Pvt. Ltd.,CEMS-1,1.0,576,144
380,Thakur Prasad Sao and Sons Pvt. Ltd.,CEMS-2,21.254537860826648,455,265
381,Times Steel and Power Pvt. Ltd.,CEMS-1,45.416229287953755,300,420
382,Toshali Cement Private Limited,CEMS-1,6.052503112032577,348,372
383,UltraTech Cement Ltd.,CEMS-1,6.9375770853618866,514,206
384,UltraTech Cement Ltd.,CEMS-2,11.102614929726862,514,206
385,Utkal Alumina International Ltd,CEMS-1,0.19165919825606978,667,53
386,Utkal Alumina International Ltd,CEMS-2,44.5815455284041,659,61
387,Utkal Alumina International Ltd,CEMS-3,40.43051142481209,669,51
388,Utkal Alumina International Ltd,CEMS-4,24.630334806957553,658,62
389,Utkal Alumina International Ltd,CEMS-5,11.754994983770972,662,58
390,Utkal Metallics Limited,CEMS-1,27.75778263382884,526,194
391,VISA SunCoke Limited,CEMS-1,58.0098097826087,62,658
392,VISA SunCoke Limited,CEMS-2,82.43241098440785,561,159
393,VasundharaMetaliksPvt.Ltd.,CEMS-1,44.6,5,715
394,VasundharaMetaliksPvt.Ltd.,CEMS-2,45.95250072742758,347,373
395,Vedanta Ltd.,CEMS-1,74.17685577819184,651,69
396,Viraj Steel and Energy Ltd.,CEMS-1,1.0948142968143029,668,52
397,Viraja Steel & Power Private Limited,CEMS-1,13.128259513161563,587,133
398,Visa Steel Limited,CEMS-1,50.52040216550657,317,403
399,Visa Steel Limited,CEMS-2,83.45625146885989,351,369
400,Visa Steel Limited,CEMS-3,13.523333333333333,3,717
401,Visa Steel Limited,CEMS-4,57.83879745081733,512,208
402,Visa Steel Limited,CEMS-5,10.767548509228563,210,510
403,Vishal Metallics Pvt Ltd,CEMS-1,151.28226449024774,642,78
404,Yazdani Steel and Power Limited,CEMS-1,131.79784590560737,571,149
405,Yazdani Steel and Power Limited,CEMS-2,15.351329164985922,571,149
